Player Name,Team,Position,Games,Goals,Assists,Points,+/-,Penalty Minutes,Shots,Game Winning Goals,PP Goals,PP Assists,SH Goals,SH Assists,Hits,Blocked Shots
Auston Matthews,TOR,C,81,69,38,107,31,20,369,8,18,11,0,1,89,93
Sam Reinhart,FLA,RW,82,57,37,94,29,31,233,11,27,7,5,0,78,66
Zach Hyman,EDM,RW,80,54,23,77,36,48,290,7,15,5,0,0,87,37
Nathan MacKinnon,COL,C,82,51,89,140,35,42,405,9,10,38,0,0,55,69
Artemi Panarin,NYR,LW,82,49,71,120,18,24,303,5,11,33,0,1,18,15
Filip Forsberg,NSH,RW,82,48,46,94,16,43,347,11,13,19,0,0,141,44
David Pastrnak,BOS,RW,82,47,63,110,21,47,382,5,12,23,0,0,70,19
Brayden Point,TBL,C,81,46,44,90,-16,14,227,12,15,17,0,0,16,44
Kirill Kaprizov,MIN,LW,75,46,50,96,11,36,277,8,19,22,0,0,54,38
Nikita Kucherov,TBL,RW,81,44,100,144,8,22,306,6,13,40,0,0,45,35
Jonathan Marchessault,NSH,LW,82,42,27,69,-2,40,266,5,8,9,0,0,107,23
Sidney Crosby,PIT,C,82,42,52,94,7,40,278,3,10,13,0,0,100,37
Mikko Rantanen,COL,RW,80,42,62,104,19,50,271,9,14,26,0,0,53,49
Leon Draisaitl,EDM,C,81,41,65,106,26,76,217,7,21,18,0,2,58,26
William Nylander,TOR,C,82,40,58,98,1,24,316,7,11,24,3,1,32,29
Steven Stamkos,NSH,C,79,40,41,81,-21,34,262,6,19,20,0,0,78,43
Brock Boeser,VAN,RW,81,40,33,73,23,14,204,4,16,9,0,0,56,29
Chris Kreider,NYR,LW,82,39,36,75,19,26,246,7,18,11,2,3,97,20
J.T. Miller,VAN,C,81,37,66,103,32,58,194,9,10,30,2,0,216,61
Frank Vatrano,ANA,LW,82,37,23,60,-20,85,272,7,13,7,3,1,156,78
Brady Tkachuk,OTT,LW,81,37,37,74,1,134,357,2,12,10,0,0,293,34
Sebastian Aho,CAR,C,78,36,53,89,34,36,216,10,11,21,1,1,47,18
Kyle Connor,WPG,LW,65,34,27,61,-6,6,221,10,5,14,0,0,14,19
Elias Pettersson,VAN,C,82,34,55,89,20,12,207,10,13,18,0,2,125,68
Carter Verhaeghe,FLA,C,76,34,38,72,17,36,246,7,8,13,0,0,63,20
Brock Nelson,NYI,C,82,34,35,69,-5,28,250,2,9,10,1,1,38,47
Tyler Toffoli,SJS,RW,79,33,22,55,-6,14,229,4,11,7,0,0,75,11
Bo Horvat,NYI,C,81,33,35,68,-1,39,248,6,10,8,1,1,60,42
Dylan Larkin,DET,C,68,33,36,69,5,39,221,5,14,12,2,0,44,34
Nick Suzuki,MTL,C,82,33,44,77,-14,36,185,1,12,19,0,0,68,48
Travis Konecny,PHI,RW,76,33,35,68,4,67,244,5,4,5,6,1,90,32
Clayton Keller,UTA,RW,78,33,43,76,-20,32,228,4,9,21,0,0,20,30
Seth Jarvis,CAR,RW,81,33,34,67,23,14,176,9,13,7,2,1,115,52
Wyatt Johnston,DAL,C,82,32,33,65,14,38,216,3,3,7,3,0,52,42
Connor McDavid,EDM,C,76,32,100,132,35,30,263,5,7,37,1,0,118,39
Jack Eichel,VGK,C,63,31,37,68,4,27,278,7,11,11,0,2,26,61
Trevor Moore,LAK,LW,82,31,26,57,11,28,244,5,2,5,2,0,91,58
Jordan Kyrou,STL,RW,82,31,36,67,-12,22,251,4,8,13,0,0,26,32
Alex Ovechkin,WSH,LW,79,31,34,65,-22,20,272,5,13,15,0,0,161,27
Lucas Raymond,DET,RW,82,31,41,72,-12,30,163,4,6,10,0,0,68,27
Yegor Sharangovich,CGY,LW,82,31,28,59,-29,8,179,4,6,11,3,4,13,44
Kyle Palmieri,NYI,RW,82,30,24,54,-16,26,218,8,10,10,0,0,90,42
Jake Guentzel,TBL,LW,67,30,47,77,25,22,238,2,5,17,0,0,48,28
William Karlsson,VGK,C,70,30,30,60,15,22,175,2,7,8,1,1,43,46
Blake Coleman,CGY,C,78,30,24,54,19,76,191,7,3,0,4,2,127,57
Roope Hintz,DAL,C,80,30,35,65,26,22,182,6,8,11,3,1,36,38
Joel Eriksson Ek,MIN,C,77,30,34,64,18,60,267,5,12,9,1,0,166,55
Tage Thompson,BUF,C,71,29,27,56,-1,43,246,3,9,7,2,0,79,29
Jason Robertson,DAL,LW,82,29,51,80,19,22,231,4,9,19,0,0,77,31
Jared McCann,SEA,LW,80,29,33,62,-10,31,216,3,9,14,2,0,45,27
Kevin Fiala,LAK,LW,82,29,44,73,1,62,225,2,11,19,0,0,67,28
Nazem Kadri,CGY,C,82,29,46,75,0,43,277,4,10,12,0,0,57,24
Brad Marchand,BOS,LW,82,29,38,67,2,78,207,6,7,19,3,1,115,35
John Tavares,TOR,C,80,29,36,65,2,30,279,6,9,11,0,0,134,37
Matt Boldy,MIN,LW,75,29,40,69,5,48,227,7,10,15,0,0,33,32
Alexis Lafreniere,NYR,LW,82,28,29,57,2,40,217,5,2,4,0,0,73,21
Cole Caufield,MTL,RW,82,28,37,65,-4,16,314,7,9,12,0,0,56,22
John-Jason Peterka,BUF,RW,82,28,22,50,10,28,226,5,3,4,0,0,27,18
Valeri Nichushkin,COL,LW,54,28,25,53,5,22,158,6,16,5,0,2,74,24
Drake Batherson,OTT,RW,82,28,38,66,-9,42,196,4,7,15,0,0,98,33
Owen Tippett,PHI,RW,78,28,25,53,-5,12,289,4,5,3,0,0,148,47
Bryan Rust,PIT,RW,62,28,28,56,10,20,196,3,3,6,1,0,47,51
Timo Meier,NJD,LW,69,28,24,52,-28,45,207,4,10,7,0,0,111,42
Adrian Kempe,LAK,C,77,28,47,75,13,72,246,4,5,22,3,1,113,32
Dylan Strome,WSH,C,82,27,40,67,-13,22,169,5,6,16,0,0,12,61
Nico Hischier,NJD,C,71,27,40,67,-5,12,182,4,6,11,1,0,44,42
Alex DeBrincat,DET,RW,82,27,40,67,1,34,237,1,11,8,0,0,65,35
Jesper Bratt,NJD,LW,82,27,56,83,-6,12,248,7,7,20,0,1,66,33
Pavel Buchnevich,STL,LW,80,27,36,63,3,48,207,5,8,10,2,1,42,28
Evgeni Malkin,PIT,C,82,27,40,67,5,70,199,2,6,12,0,0,29,42
Joe Pavelski,FA,RW,82,27,40,67,12,20,194,4,11,10,0,0,75,70
Jake Neighbours,STL,LW,77,27,11,38,-16,21,145,4,8,6,0,0,138,45
Jack Hughes,NJD,C,62,27,47,74,-12,12,274,4,9,22,0,0,10,24
Brandon Hagel,TBL,LW,82,26,49,75,1,79,184,3,2,5,0,2,55,45
Anze Kopitar,LAK,C,81,26,44,70,11,22,133,6,9,14,1,2,37,65
Mika Zibanejad,NYR,C,81,26,46,72,15,30,221,3,12,19,2,4,49,55
Brandon Saad,STL,LW,82,26,16,42,-4,20,144,7,5,0,0,0,17,16
Ryan O'Reilly,NSH,C,82,26,43,69,6,18,180,1,14,14,0,0,25,56
Sean Monahan,CBJ,C,83,26,33,59,-1,12,171,5,9,12,2,0,29,44
Robert Thomas,STL,C,82,26,60,86,9,48,170,3,8,19,1,2,16,47
Mitch Marner,TOR,RW,69,26,59,85,21,18,158,2,8,19,1,0,59,51
Matthew Tkachuk,FLA,LW,80,26,62,88,19,88,280,2,6,26,1,0,151,28
Vincent Trocheck,NYR,C,82,25,52,77,16,55,215,5,11,13,1,0,175,86
Mark Scheifele,WPG,C,74,25,47,72,19,57,154,4,6,12,0,0,63,40
Teuvo Teravainen,CHI,LW,76,25,28,53,15,10,142,4,9,8,1,3,16,26
Nikolaj Ehlers,WPG,LW,82,25,36,61,27,29,233,7,0,7,0,0,30,39
Tyler Seguin,DAL,C,68,25,27,52,10,26,154,3,3,5,0,2,61,22
Charlie Coyle,BOS,C,82,25,35,60,-2,38,147,5,7,4,1,4,131,60
Matt Duchene,DAL,C,80,25,40,65,15,20,172,7,6,10,0,0,29,48
Evander Kane,EDM,LW,77,24,20,44,-4,85,220,3,2,5,1,0,249,29
Adam Henrique,EDM,C,82,24,27,51,9,37,140,4,5,5,2,3,99,78
Jeff Skinner,EDM,LW,74,24,22,46,-2,34,211,3,8,4,0,0,26,13
Anthony Duclair,NYI,LW,73,24,18,42,-8,34,129,1,5,7,0,0,49,35
Nick Paul,TBL,LW,82,24,22,46,-16,27,153,2,9,5,0,0,104,42
Fabian Zetterlund,SJS,LW,82,24,20,44,-34,33,204,0,6,10,1,0,120,71
Martin Necas,CAR,C,77,24,29,53,-9,42,231,3,8,5,0,0,77,31
Nils Hoglander,VAN,LW,80,24,12,36,23,51,120,5,0,0,0,0,100,19
Kirill Marchenko,CBJ,LW,78,23,19,42,-5,14,193,1,9,4,0,0,55,39
Lawson Crouse,UTA,LW,81,23,19,42,-7,36,171,2,7,3,0,1,175,57
Mathew Barzal,NYI,C,80,23,57,80,-4,34,240,4,5,20,0,0,54,52
Anthony Mantha,CGY,RW,74,23,21,44,11,25,113,0,3,5,0,0,55,31
Aleksander Barkov,FLA,C,73,23,57,80,33,24,193,4,5,24,0,2,104,50
Vladimir Tarasenko,DET,RW,76,23,32,55,13,12,155,5,3,6,0,0,85,39
Gustav Nyquist,NSH,RW,81,23,52,75,7,8,153,4,5,19,1,1,35,38
Roman Josi,NSH,D,82,23,62,85,12,45,268,5,9,24,0,1,46,151
Nick Bjugstad,UTA,C,76,22,23,45,11,59,165,2,2,4,1,0,118,48
Boone Jenner,CBJ,LW,58,22,13,35,-8,28,155,1,5,3,1,0,119,74
Jason Dickinson,CHI,C,82,22,13,35,4,43,126,4,2,0,0,0,142,73
Alex Tuch,BUF,RW,75,22,37,59,9,54,192,7,2,9,1,0,72,82
Nick Schmaltz,UTA,RW,79,22,39,61,-16,10,158,3,10,11,1,0,16,41
Gabriel Vilardi,WPG,C,47,22,14,36,11,14,117,5,9,5,0,0,14,24
Mason Marchment,DAL,LW,81,22,31,53,22,54,150,3,6,5,0,0,107,34
Joel Farabee,PHI,LW,82,22,28,50,-13,37,182,2,2,5,0,0,67,50
Andrei Kuzmenko,CGY,LW,72,22,24,46,-9,12,121,4,8,11,0,0,14,17
Connor Bedard,CHI,C,68,22,39,61,-44,28,206,2,4,17,0,0,54,27
Marco Rossi,MIN,C,82,21,19,40,-4,47,167,2,2,4,0,0,34,37
Cale Makar,COL,D,77,21,69,90,15,16,231,1,7,32,1,3,37,148
Michael Carcone,UTA,C,74,21,8,29,-2,35,111,4,1,1,1,0,56,22
Tyler Bertuzzi,CHI,LW,80,21,22,43,2,53,160,2,5,1,0,0,98,44
Pavel Zacha,BOS,C,78,21,38,59,12,18,148,6,6,9,0,0,105,34
Ryan Hartman,MIN,RW,74,21,24,45,4,72,173,3,5,5,0,0,75,65
Jamie Benn,DAL,C,82,21,39,60,8,41,164,3,7,15,1,2,110,50
Claude Giroux,OTT,C,82,21,43,64,-14,26,183,2,3,16,2,1,40,30
Patrick Kane,DET,RW,50,20,27,47,-5,16,147,7,2,13,0,0,14,13
Brayden Schenn,STL,C,82,20,26,46,-22,56,170,3,4,8,1,0,168,51
Anders Lee,NYI,LW,81,20,17,37,2,68,185,2,5,0,0,0,176,54
Oliver Bjorkstrand,SEA,RW,82,20,39,59,-20,12,186,3,8,17,0,0,67,29
Sam Bennett,FLA,LW,69,20,21,41,17,100,171,2,5,7,0,0,173,43
MacKenzie Weegar,CGY,D,82,20,32,52,2,51,208,2,3,12,0,2,191,200
Warren Foegele,LAK,LW,82,20,21,41,3,47,201,2,1,0,1,1,89,32
Conor Garland,VAN,RW,82,20,27,47,19,35,200,3,1,4,0,0,53,34
Anthony Cirelli,TBL,C,79,20,25,45,2,38,129,3,3,4,2,0,64,75
Rasmus Dahlin,BUF,D,81,20,39,59,-3,66,235,2,6,14,0,0,194,154
Troy Terry,ANA,RW,76,20,34,54,-10,24,172,5,4,9,0,0,17,30
Dawson Mercer,NJD,C,82,20,13,33,-26,29,134,2,4,1,0,0,30,43
Tyson Foerster,PHI,RW,77,20,13,33,0,32,167,2,4,4,1,0,102,49
Juraj Slafkovsky,MTL,LW,82,20,30,50,-19,55,152,2,6,8,0,0,152,71
Logan Cooley,UTA,C,82,20,24,44,-13,18,151,2,3,10,1,0,50,27
Quinton Byfield,LAK,C,80,20,35,55,19,42,161,4,6,8,0,0,66,19
Mason McTavish,ANA,C,64,19,23,42,-23,86,130,3,4,4,1,1,67,33
Cole Perfetti,WPG,LW,71,19,19,38,13,12,142,3,5,6,0,0,26,23
Andrei Svechnikov,CAR,RW,59,19,33,52,13,58,144,8,5,12,0,0,142,22
Michael Bunting,PIT,LW,81,19,36,55,-19,57,168,3,7,14,0,0,49,21
Jake DeBrusk,VAN,LW,80,19,21,40,4,18,183,3,2,8,2,0,107,48
Ivan Barbashev,VGK,LW,82,19,26,45,15,42,122,3,3,2,0,0,180,44
J.T. Compher,DET,C,77,19,29,48,-5,34,108,0,5,5,2,0,51,59
Jonathan Drouin,COL,C,79,19,37,56,12,28,127,2,5,14,0,0,41,33
Tom Wilson,WSH,RW,74,18,17,35,-19,133,169,3,5,5,2,0,228,74
Alex Killorn,ANA,C,63,18,18,36,-15,54,145,5,5,2,0,0,72,25
Robby Fabbri,ANA,LW,68,18,14,32,-13,32,97,3,5,7,0,0,77,29
Ryan Nugent-Hopkins,EDM,LW,80,18,49,67,10,36,183,3,4,22,0,3,62,33
Nino Niederreiter,WPG,RW,77,18,16,34,12,34,170,3,3,1,0,0,115,42
Daniel Sprong,SEA,RW,76,18,25,43,-5,22,160,1,3,9,0,0,31,15
Thomas Novak,NSH,C,71,18,27,45,-3,8,113,1,6,6,0,0,5,31
Casey Mittelstadt,COL,C,80,18,39,57,10,32,127,1,3,6,0,0,24,31
Trent Frederic,BOS,C,82,18,22,40,9,69,123,1,2,0,0,0,204,52
Dmitri Voronkov,CBJ,C,75,18,16,34,-6,52,142,2,6,2,0,0,83,48
Tim Stutzle,OTT,C,75,18,52,70,-17,28,192,2,1,19,0,0,100,41
Dylan Guenther,UTA,RW,45,18,17,35,-1,14,121,4,9,4,1,1,32,24
Dylan Cozens,BUF,C,79,18,29,47,-4,42,200,1,2,8,3,0,107,27
Connor McMichael,WSH,C,80,18,15,33,-20,34,135,3,2,4,1,1,45,39
Dakota Joshua,VAN,LW,63,18,14,32,19,60,84,5,1,0,0,0,241,40
Evan Bouchard,EDM,D,81,18,64,82,34,32,220,7,8,27,0,0,71,105
Philipp Kurashev,CHI,LW,75,18,36,54,-44,23,128,3,6,13,0,0,27,48
Quinn Hughes,VAN,D,82,17,75,92,38,38,199,2,5,33,0,0,29,55
Ross Colton,COL,LW,80,17,23,40,-8,61,146,2,3,2,0,0,141,46
Matias Maccelli,UTA,LW,82,17,40,57,-4,8,149,2,2,10,0,1,25,20
Adam Fox,NYR,D,72,17,56,73,21,36,137,5,6,27,1,1,44,123
Morgan Geekie,BOS,C,76,17,22,39,6,28,130,1,4,8,0,0,137,50
Danton Heinen,VAN,LW,74,17,19,36,16,28,119,4,1,0,1,0,83,46
Joel Armia,MTL,RW,66,17,8,25,4,34,139,3,0,0,2,0,49,41
Phillip Danault,LAK,C,78,17,30,47,12,18,159,2,3,6,0,2,80,60
Tyler Johnson,BOS,C,67,17,14,31,-35,26,112,1,8,8,0,0,48,31
Jordan Eberle,SEA,RW,78,17,27,44,1,17,168,3,6,6,0,0,30,23
David Perron,OTT,RW,76,17,30,47,-12,55,151,4,7,10,0,0,110,27
Nick Foligno,CHI,LW,74,17,20,37,-29,57,146,0,8,8,1,0,192,39
Tomas Hertl,VGK,C,54,17,21,38,-28,22,124,2,6,5,1,0,59,49
Chandler Stephenson,SEA,C,75,16,35,51,-9,25,97,4,4,9,2,1,43,40
Artturi Lehkonen,COL,LW,45,16,18,34,11,14,103,2,7,5,0,0,49,18
Erik Haula,NJD,C,76,16,19,35,-1,54,155,2,1,2,1,1,93,49
Mark Stone,VGK,RW,56,16,37,53,1,22,117,5,4,10,2,2,34,40
Brendan Gallagher,MTL,RW,77,16,15,31,-24,74,154,2,1,3,0,0,63,35
Pierre-Luc Dubois,WSH,C,82,16,24,40,-9,70,146,4,7,1,0,0,96,37
Josh Norris,OTT,C,50,16,14,30,-6,22,115,3,5,7,0,1,86,30
Eeli Tolvanen,SEA,LW,81,16,25,41,-15,24,153,3,1,9,0,0,210,75
William Eklund,SJS,LW,80,16,29,45,-45,30,128,5,8,8,0,1,39,72
Alexander Holtz,VGK,RW,82,16,12,28,-15,14,122,3,1,1,0,0,44,17
Drew O'Connor,PIT,C,79,16,17,33,14,20,160,2,0,0,1,1,53,58
Luke Evangelista,NSH,RW,80,16,23,39,0,18,172,1,3,7,0,0,30,23
Yegor Chinakhov,CBJ,RW,53,16,13,29,-3,6,110,3,1,1,0,0,43,28
Matty Beniers,SEA,C,77,15,22,37,-11,20,133,1,6,7,0,0,52,44
Matthew Knies,TOR,LW,80,15,20,35,9,45,115,3,0,2,0,0,169,30
Bobby McMann,TOR,C,56,15,9,24,13,52,118,0,1,0,0,0,117,18
Simon Holmstrom,NYI,RW,75,15,10,25,2,14,72,3,0,0,5,2,19,46
Alex Newhook,MTL,C,55,15,19,34,-11,18,85,2,2,6,0,0,36,31
Thomas Harley,DAL,D,79,15,32,47,28,18,144,3,1,8,1,0,67,135
Rickard Rakell,PIT,C,70,15,22,37,4,22,165,2,4,2,0,0,112,40
Mikael Backlund,CGY,C,82,15,24,39,-4,24,209,2,2,1,1,1,70,33
Drew Doughty,LAK,D,82,15,35,50,15,44,135,3,7,13,0,0,109,142
Lars Eller,WSH,C,82,15,16,31,-1,32,154,0,4,1,1,1,55,56
Sonny Milano,WSH,LW,49,15,8,23,4,10,50,2,3,1,0,0,20,16
Colton Sissons,NSH,RW,81,15,20,35,-6,38,131,2,3,4,3,1,136,57
Elias Lindholm,BOS,C,75,15,29,44,-14,25,173,4,6,6,1,2,89,61
Jordan Martinook,CAR,LW,82,14,18,32,-1,36,148,1,0,0,1,0,61,36
Stefan Noesen,NJD,C,81,14,23,37,13,33,111,3,3,8,0,0,118,25
Jason Zucker,BUF,LW,69,14,18,32,-9,81,150,0,5,5,0,0,98,18
Pius Suter,VAN,LW,67,14,15,29,17,16,105,3,2,3,0,0,54,23
Jakob Chychrun,WSH,D,82,14,27,41,-30,60,204,2,7,9,0,0,72,154
Mason Appleton,WPG,C,82,14,22,36,16,26,122,2,2,0,1,1,106,44
Michael Amadio,OTT,C,73,14,13,27,4,16,117,2,3,2,0,0,48,34
Andrew Mangiapane,WSH,LW,75,14,26,40,7,47,122,0,2,1,1,0,89,33
Nicholas Robertson,TOR,LW,56,14,13,27,4,4,96,1,1,2,0,0,34,24
Alexei Toropchenko,STL,RW,82,14,7,21,-3,30,114,1,0,0,2,0,164,55
Connor Zary,CGY,C,63,14,20,34,12,22,90,3,1,3,0,0,29,29
Anton Lundell,FLA,C,78,13,22,35,19,46,166,2,1,4,0,1,61,40
Ridly Greig,OTT,C,72,13,13,26,10,66,97,1,2,0,1,0,129,41
Will Cuylle,NYR,LW,81,13,8,21,-3,56,119,2,1,1,0,0,248,26
Cole Sillinger,CBJ,C,77,13,19,32,-4,46,157,1,1,0,0,1,119,74
Logan O'Connor,COL,RW,57,13,12,25,13,34,85,4,0,0,3,0,60,38
Pavel Dorofeyev,VGK,LW,47,13,11,24,8,12,97,1,0,1,0,0,18,23
Kaapo Kakko,NYR,RW,61,13,6,19,6,24,91,2,1,0,0,0,26,18
Noah Hanifin,VGK,D,80,13,34,47,19,24,164,2,5,8,0,2,62,121
Jimmy Vesey,NYR,LW,80,13,13,26,-4,20,116,4,0,0,0,0,89,28
Andrew Copp,DET,C,79,13,20,33,-2,26,109,3,1,2,1,2,33,51
Nicolas Roy,VGK,C,70,13,28,41,8,29,112,2,1,6,1,0,77,35
Alex Kerfoot,UTA,C,82,13,32,45,-15,26,103,3,2,10,2,1,73,76
Filip Zadina,FA,RW,72,13,10,23,-44,18,137,3,3,1,0,0,55,28
Sam Lafferty,BUF,RW,79,13,11,24,4,32,78,3,0,0,1,0,192,32
Morgan Frost,PHI,C,71,13,28,41,4,22,135,1,3,8,0,0,56,55
Michael Rasmussen,DET,C,75,13,20,33,8,47,101,3,0,0,1,3,123,76
Cam Atkinson,TBL,RW,70,13,15,28,-22,27,175,3,2,4,0,0,35,46
Kevin Hayes,PIT,C,79,13,16,29,0,12,153,2,0,5,0,0,42,17
Ryan Johansen,FA,C,63,13,10,23,-6,34,78,4,4,2,0,1,60,15
Jaden Schwartz,SEA,LW,62,13,17,30,-15,24,117,0,7,3,0,0,46,27
Reilly Smith,NYR,RW,76,13,27,40,3,18,152,3,1,7,0,0,55,28
Victor Hedman,TBL,D,78,13,63,76,18,76,168,2,4,27,0,0,65,102
Scott Laughton,PHI,C,82,13,26,39,-9,69,167,2,1,4,2,6,155,56
Brady Skjei,NSH,D,80,13,34,47,15,40,185,2,1,11,1,3,69,90
Johnny Gaudreau,FA,LW,81,12,48,60,-27,22,160,3,1,17,0,0,2,23
Adam Lowry,WPG,C,81,12,23,35,17,57,119,1,0,2,1,1,181,65
Michael McCarron,NSH,C,70,12,10,22,4,100,94,3,0,0,0,0,142,55
Kyle Okposo,FA,RW,67,12,10,22,1,34,114,0,2,2,1,0,75,35
T.J. Oshie,WSH,RW,52,12,13,25,-6,44,90,4,7,4,0,0,75,56
Corey Perry,EDM,RW,54,12,10,22,-6,46,82,2,3,1,0,0,43,17
Mats Zuccarello,MIN,RW,69,12,51,63,-5,30,173,1,5,28,0,0,26,50
Evgenii Dadonov,DAL,RW,51,12,11,23,-6,8,68,3,1,1,0,0,35,19
Mikael Granlund,SJS,C,69,12,48,60,-23,32,134,1,1,22,0,1,62,55
Jonathan Huberdeau,CGY,LW,81,12,40,52,-29,49,143,2,4,15,0,0,60,37
Charlie McAvoy,BOS,D,74,12,35,47,4,86,133,3,1,12,0,0,159,159
Eetu Luostarinen,FLA,LW,82,12,15,27,1,26,119,2,2,0,0,1,129,56
Alexandre Texier,STL,C,78,12,18,30,-5,38,109,1,0,2,2,0,57,36
Yakov Trenin,MIN,C,76,12,5,17,15,40,116,3,0,0,0,1,206,36
Devon Toews,COL,D,82,12,38,50,28,18,159,2,0,5,0,2,74,110
Nic Dowd,WSH,C,64,12,10,22,-2,47,61,2,0,0,0,0,118,72
Jake Walman,SJS,D,63,12,9,21,-2,44,108,3,1,3,0,1,41,151
Ryan Donato,CHI,C,78,12,18,30,-14,26,149,0,1,2,0,0,104,24
Evan Rodrigues,FLA,C,80,12,27,39,26,34,186,1,3,7,0,0,104,28
Jesperi Kotkaniemi,CAR,LW,79,12,15,27,-4,36,128,0,1,1,0,1,56,33
Joe Veleno,DET,C,80,12,16,28,-16,25,86,1,3,2,0,1,107,35
Ryan McLeod,BUF,C,81,12,18,30,10,10,106,3,0,1,0,2,65,34
Alex Laferriere,LAK,RW,81,12,11,23,-14,46,147,2,0,3,0,0,112,27
Adam Fantilli,CBJ,C,49,12,15,27,-21,16,115,1,1,2,0,0,63,25
Leo Carlsson,ANA,C,55,12,17,29,-11,16,109,0,4,5,0,0,28,25
Zach Benson,BUF,LW,71,11,19,30,-3,36,98,1,0,2,0,0,35,35
Tye Kartye,SEA,C,77,11,9,20,-1,37,109,1,0,0,0,0,229,27
Connor Dewar,TOR,C,74,11,8,19,-8,28,77,0,0,0,1,0,123,38
Brett Leason,ANA,RW,68,11,11,22,-7,14,91,0,0,0,2,0,80,65
Morgan Barron,WPG,LW,80,11,7,18,10,23,94,3,0,1,0,0,122,45
Ilya Mikheyev,CHI,RW,78,11,20,31,1,4,147,1,0,0,0,0,49,20
Bobby Brink,PHI,RW,57,11,12,23,1,10,81,2,3,2,0,0,36,24
Bowen Byram,BUF,D,73,11,18,29,0,53,84,0,0,1,0,0,94,104
Zach Werenski,CBJ,D,70,11,46,57,0,22,202,0,2,10,0,0,23,130
Alexander Nylander,TOR,RW,28,11,4,15,-1,6,72,2,2,0,0,0,12,12
Kevin Stenlund,UTA,C,81,11,4,15,-10,62,81,3,0,0,2,0,83,55
Vince Dunn,SEA,D,59,11,35,46,8,78,120,0,4,12,0,1,39,64
Ryan Poehling,PHI,C,77,11,17,28,-11,6,111,1,1,1,3,1,61,101
Michael Eyssimont,TBL,C,81,11,14,25,7,104,149,2,2,2,0,0,134,31
Dominik Kubalik,FA,LW,74,11,4,15,-30,19,91,2,4,0,0,0,55,20
Luke Kunin,SJS,C,77,11,7,18,-30,83,98,1,2,3,0,0,165,60
Mathieu Joseph,STL,RW,72,11,24,35,-4,51,124,3,0,0,1,1,105,49
Alex Iafallo,WPG,C,82,11,16,27,14,6,120,2,2,3,0,1,43,67
Vladislav Namestnikov,WPG,C,78,11,26,37,17,37,95,0,3,2,1,0,92,45
Sean Couturier,PHI,C,74,11,27,38,-10,29,192,3,3,4,0,2,59,41
Ryan Strome,ANA,C,79,11,30,41,-20,86,131,0,2,13,0,0,64,21
Mattias Ekholm,EDM,D,79,11,34,45,44,47,177,3,2,1,1,0,136,93
Jeff Carter,FA,C,72,11,4,15,-7,12,90,4,4,0,2,0,83,33
James van Riemsdyk,CBJ,LW,71,11,27,38,7,20,142,3,6,6,0,0,34,22
Marcus Johansson,MIN,LW,78,11,19,30,-15,22,112,0,1,5,0,0,44,29
Erik Karlsson,PIT,D,82,11,45,56,4,44,213,4,2,15,0,0,40,99
Yanni Gourde,SEA,LW,80,11,22,33,-11,62,156,1,0,2,2,1,156,52
Craig Smith,CHI,RW,75,11,9,20,2,33,112,2,0,0,0,0,51,30
Ondrej Palat,NJD,LW,71,11,20,31,-9,37,108,0,1,4,0,0,92,49
Jean-Gabriel Pageau,NYI,C,82,11,22,33,-8,13,101,2,1,1,1,5,196,81
Mike Matheson,MTL,D,82,11,51,62,-24,58,187,0,5,23,2,0,61,186
Darnell Nurse,EDM,D,81,10,22,32,3,79,181,2,1,4,1,0,168,172
Sam Carrick,NYR,C,77,10,6,16,-11,102,92,0,1,0,2,0,166,35
Shayne Gostisbehere,CAR,D,81,10,46,56,-16,16,139,2,2,27,0,0,29,75
Travis Sanheim,PHI,D,81,10,34,44,-20,48,146,3,0,5,1,3,93,149
Josh Morrissey,WPG,D,81,10,59,69,34,44,196,1,2,17,0,0,90,103
Alexander Wennberg,SJS,C,79,10,20,30,0,14,90,4,3,3,1,0,46,75
Luke Glendening,TBL,C,81,10,1,11,-2,39,57,1,0,0,1,0,121,53
Kris Letang,PIT,D,82,10,41,51,13,62,164,2,0,5,0,1,137,136
John Carlson,WSH,D,82,10,42,52,-7,40,176,5,6,15,0,0,69,194
Jordan Staal,CAR,C,80,10,20,30,-14,44,123,3,0,1,1,3,142,41
Brent Burns,CAR,D,82,10,33,43,19,20,185,0,4,16,1,0,41,87
Calle Jarnkrok,TOR,C,52,10,11,21,16,18,92,3,0,1,1,1,55,13
Mike Hoffman,FA,LW,66,10,13,23,-21,20,71,1,3,3,0,0,28,27
Marcus Foligno,MIN,LW,55,10,12,22,10,59,56,3,0,0,0,1,179,40
Casey Cizikas,NYI,C,70,10,13,23,-2,22,82,1,0,1,1,0,134,71
Michael McLeod,FA,C,45,10,9,19,6,10,73,2,0,0,0,0,101,22
Kiefer Sherwood,VAN,LW,68,10,17,27,17,41,110,2,0,0,0,0,233,22
Jordan Greenway,BUF,LW,67,10,18,28,11,64,107,1,1,2,0,1,141,65
Colton Parayko,STL,D,82,10,16,26,4,23,154,4,0,1,1,1,113,218
Gustav Forsling,FLA,D,79,10,29,39,56,43,160,1,1,1,0,0,111,102
Cam York,PHI,D,82,10,20,30,-13,44,134,1,0,6,0,2,76,174
Sean Walker,CAR,D,81,10,19,29,11,50,150,1,0,1,2,1,118,127
Pierre Engvall,NYI,LW,74,10,18,28,4,18,128,1,2,5,0,0,28,21
